mileage,Age,stroke_values,Light Type,price
25467,23,2 stroke,Single Light,338000
32152,23,2 stroke,Single Light,420000
110031,23,2 stroke,Single Light,500000
90000,23,2 stroke,Single Light,450000
60000,23,2 stroke,Single Light,560000
23759,23,2 stroke,Single Light,390000
88888,23,2 stroke,Single Light,460000
80000,23,2 stroke,Single Light,340000
35000,23,2 stroke,Single Light,250000
98300,23,2 stroke,Single Light,425000
100000,23,2 stroke,Single Light,450000
50000,23,2 stroke,Single Light,425000
84000,23,2 stroke,Single Light,400000
70000,23,2 stroke,Single Light,338000
34000,23,2 stroke,Single Light,530000
45000,23,2 stroke,Single Light,500000
43321,23,2 stroke,Single Light,470000
60000,23,2 stroke,Single Light,590000
100000,23,2 stroke,Single Light,370000
55000,23,2 stroke,Single Light,550000
55000,23,2 stroke,Single Light,450000
62583,23,2 stroke,Single Light,420000
75233,23,2 stroke,Single Light,430000
10000,23,2 stroke,Single Light,425000
75642,23,2 stroke,Single Light,295000
89000,23,2 stroke,Single Light,325000
64000,23,2 stroke,Single Light,485000
23546,23,2 stroke,Single Light,345000
51652,23,2 stroke,Single Light,390000
3688,23,2 stroke,Single Light,318000
100000,23,2 stroke,Single Light,310000
80000,23,2 stroke,Single Light,335000
100000,23,2 stroke,Single Light,360000
10000,23,2 stroke,Single Light,295000
50000,23,2 stroke,Single Light,450000
65000,23,2 stroke,Single Light,460000
33322,23,2 stroke,Single Light,298000
45000,23,2 stroke,Single Light,550000
50000,23,2 stroke,Single Light,450000
52000,23,2 stroke,Single Light,490000
50000,23,2 stroke,Single Light,350000
53000,23,2 stroke,Single Light,345000
32440,23,2 stroke,Single Light,355000
66000,23,2 stroke,Single Light,530000
53000,23,2 stroke,Single Light,335000
55555,23,2 stroke,Single Light,378000
52000,23,2 stroke,Single Light,190000
52000,23,2 stroke,Single Light,230000
56000,23,2 stroke,Single Light,550000
60000,23,2 stroke,Single Light,345000
70000,23,2 stroke,Single Light,450000
167895,23,2 stroke,Single Light,355000
43231,23,2 stroke,Single Light,475000
97800,23,2 stroke,Single Light,540000
56000,23,2 stroke,Single Light,490000
20000,23,2 stroke,Single Light,420000
50000,23,2 stroke,Single Light,380000
33221,23,2 stroke,Single Light,375000
35000,23,2 stroke,Single Light,350000
65000,23,2 stroke,Single Light,580000
50000,23,2 stroke,Single Light,500000
50000,23,2 stroke,Single Light,400000
75600,23,2 stroke,Single Light,330000
20000,23,2 stroke,Single Light,435000
67000,23,2 stroke,Single Light,365000
43311,23,2 stroke,Single Light,400000
123000,23,2 stroke,Single Light,500000
67000,23,2 stroke,Single Light,490000
20000,23,2 stroke,Single Light,430000
165000,23,2 stroke,Single Light,590000
98000,23,2 stroke,Single Light,480000
20000,23,2 stroke,Single Light,520000
75000,23,2 stroke,Single Light,545000
120000,23,2 stroke,Single Light,400000
144000,23,2 stroke,Single Light,590000
34000,23,2 stroke,Single Light,420000
100000,23,2 stroke,Single Light,560000
85000,23,2 stroke,Single Light,395000
120000,23,2 stroke,Single Light,360000
50000,23,2 stroke,Single Light,435000
68000,23,2 stroke,Single Light,450000
21457,23,2 stroke,Single Light,575000
44313,22,2 stroke,Single Light,450000
47562,22,2 stroke,Single Light,450000
56000,22,2 stroke,Single Light,490000
12455,22,2 stroke,Single Light,450000
50000,22,2 stroke,Single Light,395000
92000,22,2 stroke,Single Light,395000
15000,22,2 stroke,Single Light,550000
14500,22,2 stroke,Single Light,370000
125000,22,2 stroke,Single Light,365000
120000,22,2 stroke,Single Light,365000
140000,22,2 stroke,Single Light,385000
80000,22,2 stroke,Single Light,410000
20000,22,2 stroke,Single Light,450000
32152,22,2 stroke,Single Light,400000
45000,22,2 stroke,Single Light,475000
45000,22,2 stroke,Single Light,335000
60000,22,2 stroke,Single Light,485000
65000,22,2 stroke,Single Light,424000
150000,22,2 stroke,Single Light,420000
50000,22,2 stroke,Single Light,470000
78900,22,2 stroke,Single Light,218000
125000,22,2 stroke,Single Light,550000
85632,22,2 stroke,Single Light,395000
17600,22,2 stroke,Single Light,460000
175000,22,2 stroke,Single Light,540000
125000,22,2 stroke,Single Light,560000
125000,22,2 stroke,Single Light,490000
158000,22,2 stroke,Single Light,550000
35000,22,2 stroke,Single Light,430000
120000,22,2 stroke,Single Light,560000
65000,22,2 stroke,Single Light,240000
95000,22,2 stroke,Single Light,420000
25000,22,2 stroke,Single Light,525000
200000,22,2 stroke,Single Light,300000
60000,22,2 stroke,Single Light,295000
60000,22,2 stroke,Single Light,290000
185000,22,2 stroke,Single Light,385000
100000,22,2 stroke,Single Light,390000
100000,22,2 stroke,Single Light,440000
120000,22,2 stroke,Single Light,500000
50000,22,2 stroke,Single Light,380000
32124,22,2 stroke,Single Light,600000
32154,22,2 stroke,Single Light,450000
44535,22,2 stroke,Single Light,497000
50000,22,2 stroke,Single Light,480000
150000,22,2 stroke,Single Light,560000
44440,22,2 stroke,Single Light,450000
35000,22,2 stroke,Single Light,430000
45000,22,2 stroke,Single Light,450000
44331,22,2 stroke,Single Light,580000
45000,22,2 stroke,Single Light,770000
99999,22,2 stroke,Single Light,420000
45000,22,2 stroke,Single Light,400000
50000,22,2 stroke,Single Light,600000
45000,22,2 stroke,Single Light,600000
45120,22,2 stroke,Single Light,400000
78000,22,2 stroke,Single Light,345000
50000,22,2 stroke,Single Light,430000
25000,22,2 stroke,Single Light,480000
100000,22,2 stroke,Single Light,365000
32152,22,2 stroke,Single Light,490000
85550,22,2 stroke,Single Light,465000
33613,22,2 stroke,Single Light,550000
45120,22,2 stroke,Single Light,450000
74512,22,2 stroke,Single Light,450000
54335,22,2 stroke,Single Light,500000
44335,22,2 stroke,Single Light,560000
43234,22,2 stroke,Single Light,450000
95000,22,2 stroke,Single Light,525000
58332,22,2 stroke,Single Light,475000
100000,22,2 stroke,Single Light,300000
100000,22,2 stroke,Single Light,370000
75000,22,2 stroke,Single Light,420000
32152,22,2 stroke,Single Light,450000
32152,22,2 stroke,Single Light,500000
88500,22,2 stroke,Single Light,375000
40000,22,2 stroke,Single Light,255000
44342,22,2 stroke,Single Light,550000
45410,22,2 stroke,Single Light,500000
20000,22,2 stroke,Single Light,550000
32152,22,2 stroke,Single Light,650000
94599,22,2 stroke,Single Light,400000
56231,22,2 stroke,Single Light,560000
45332,22,2 stroke,Single Light,650000
176000,22,2 stroke,Single Light,448000
65212,22,2 stroke,Single Light,340000
90000,22,2 stroke,Single Light,325000
32155,22,2 stroke,Single Light,400000
200000,22,2 stroke,Single Light,450000
89700,22,2 stroke,Single Light,400000
32155,22,2 stroke,Single Light,450000
20000,22,2 stroke,Single Light,350000
200000,22,2 stroke,Single Light,650000
32155,22,2 stroke,Single Light,400000
12345,22,2 stroke,Single Light,470000
35889,22,2 stroke,Single Light,694900
25488,22,2 stroke,Single Light,380000
200000,22,2 stroke,Single Light,500000
75310,22,2 stroke,Single Light,500000
32152,22,2 stroke,Single Light,500000
31525,22,2 stroke,Single Light,600000
32152,22,2 stroke,Single Light,550000
50000,22,2 stroke,Single Light,415000
152122,22,2 stroke,Single Light,500000
53321,22,2 stroke,Single Light,500000
200000,22,2 stroke,Single Light,500000
70000,22,2 stroke,Single Light,550000
32152,22,2 stroke,Single Light,525000
95432,22,2 stroke,Single Light,438000
68000,22,2 stroke,Single Light,385000
68000,22,2 stroke,Single Light,540000
60412,22,2 stroke,Single Light,550000
50000,22,2 stroke,Single Light,550000
34390,22,2 stroke,Single Light,615000
50000,22,2 stroke,Single Light,495000
44332,22,2 stroke,Single Light,470000
65321,22,2 stroke,Single Light,650000
86546,22,2 stroke,Single Light,550000
32152,22,2 stroke,Single Light,600000
120000,22,2 stroke,Single Light,380000
42364,22,2 stroke,Single Light,650000
43321,22,2 stroke,Single Light,465000
61000,22,2 stroke,Single Light,550000
50000,22,2 stroke,Single Light,480000
33321,22,2 stroke,Single Light,250000
62910,22,2 stroke,Single Light,420000
34431,22,2 stroke,Single Light,405000
56156,22,2 stroke,Single Light,480000
65000,22,2 stroke,Single Light,485000
33221,22,2 stroke,Single Light,490000
38000,22,2 stroke,Single Light,355000
154315,22,2 stroke,Single Light,525000
20000,22,2 stroke,Single Light,675000
125000,22,2 stroke,Single Light,550000
45000,22,2 stroke,Single Light,575000
12345,22,2 stroke,Single Light,490000
48000,22,2 stroke,Single Light,480000
68000,22,2 stroke,Single Light,530000
24357,22,2 stroke,Single Light,430000
35000,22,2 stroke,Single Light,470000
50000,22,2 stroke,Single Light,600000
45000,22,2 stroke,Single Light,385000
13000,22,2 stroke,Single Light,670000
46000,22,2 stroke,Single Light,450000
168000,22,2 stroke,Single Light,550000
68000,22,2 stroke,Single Light,575000
25000,22,2 stroke,Single Light,510000
80000,22,2 stroke,Single Light,560000
75000,22,2 stroke,Single Light,490000
26544,22,2 stroke,Single Light,610000
119998,22,2 stroke,Single Light,550000
12030,22,2 stroke,Single Light,435000
115000,22,2 stroke,Single Light,520000
33221,22,2 stroke,Single Light,630000
12345,21,2 stroke,Single Light,445000
120000,21,2 stroke,Single Light,430000
68000,21,2 stroke,Single Light,575000
54560,21,2 stroke,Single Light,385000
71000,21,2 stroke,Single Light,400000
39988,21,2 stroke,Single Light,355000
110000,21,2 stroke,Single Light,575000
58000,21,2 stroke,Single Light,540000
45241,21,2 stroke,Single Light,400000
8880,21,2 stroke,Single Light,425000
89461,21,2 stroke,Single Light,450000
3416,21,2 stroke,Single Light,500000
68000,21,2 stroke,Single Light,455000
40000,21,2 stroke,Single Light,520000
52000,21,2 stroke,Single Light,390000
32151,21,2 stroke,Single Light,490000
44313,21,2 stroke,Single Light,590000
56542,21,2 stroke,Single Light,310000
86000,21,2 stroke,Single Light,380000
65000,21,2 stroke,Single Light,560000
56381,21,2 stroke,Single Light,450000
5555,21,2 stroke,Single Light,415000
45000,21,2 stroke,Single Light,380000
72000,21,2 stroke,Single Light,320000
80000,21,2 stroke,Single Light,350000
86000,21,2 stroke,Single Light,495000
145000,21,2 stroke,Single Light,545000
66000,21,2 stroke,Single Light,365000
95000,21,2 stroke,Single Light,480000
32151,21,2 stroke,Single Light,540000
36000,21,2 stroke,Single Light,360000
85315,21,2 stroke,Single Light,465000
5555,21,2 stroke,Single Light,490000
67000,21,2 stroke,Single Light,290000
70000,21,2 stroke,Single Light,420000
80000,21,2 stroke,Single Light,470000
68000,21,2 stroke,Single Light,310000
45000,21,2 stroke,Single Light,490000
55642,21,2 stroke,Single Light,330000
53754,21,2 stroke,Single Light,288000
65210,21,2 stroke,Single Light,388000
70000,21,2 stroke,Single Light,600000
100000,21,2 stroke,Single Light,395000
56884,21,2 stroke,Single Light,575000
99000,21,2 stroke,Single Light,480000
50000,21,2 stroke,Single Light,475000
45258,21,2 stroke,Single Light,410000
40000,21,2 stroke,Single Light,550000
80000,21,2 stroke,Single Light,350000
50000,21,2 stroke,Single Light,470000
50000,21,2 stroke,Single Light,310000
45000,21,2 stroke,Single Light,490000
45000,21,2 stroke,Single Light,470000
124540,21,2 stroke,Single Light,385000
10000,21,2 stroke,Single Light,340000
50000,21,2 stroke,Single Light,400000
45000,21,2 stroke,Single Light,460000
150000,21,2 stroke,Single Light,500000
158000,21,2 stroke,Single Light,498000
65000,21,2 stroke,Single Light,380000
53453,21,2 stroke,Single Light,465000
50000,21,2 stroke,Single Light,520000
68000,21,2 stroke,Single Light,400000
150000,21,2 stroke,Single Light,490000
75000,21,2 stroke,Single Light,335000
48000,21,2 stroke,Single Light,450000
43432,21,2 stroke,Single Light,585000
43131,21,2 stroke,Single Light,395000
65000,21,2 stroke,Single Light,400000
88000,21,2 stroke,Single Light,375000
20000,21,2 stroke,Single Light,385000
32500,21,2 stroke,Single Light,320000
99000,21,2 stroke,Single Light,450000
85623,21,2 stroke,Single Light,325000
52698,21,2 stroke,Single Light,460000
100000,21,2 stroke,Single Light,500000
100000,21,2 stroke,Single Light,395000
25000,21,2 stroke,Single Light,525000
100000,21,2 stroke,Single Light,400000
87500,21,2 stroke,Single Light,230000
65000,21,2 stroke,Single Light,485000
65000,21,2 stroke,Single Light,450000
160000,21,2 stroke,Single Light,510000
85000,21,2 stroke,Single Light,335000
12345,21,2 stroke,Single Light,375000
32124,21,2 stroke,Single Light,650000
65000,21,2 stroke,Single Light,410000
53685,21,2 stroke,Single Light,575000
60000,21,2 stroke,Single Light,395000
96483,21,2 stroke,Single Light,300000
65000,21,2 stroke,Single Light,480000
150000,21,2 stroke,Single Light,420000
95623,21,2 stroke,Single Light,410000
70000,21,2 stroke,Single Light,415000
40000,21,2 stroke,Single Light,620000
54431,21,2 stroke,Single Light,300000
89000,21,2 stroke,Single Light,350000
45000,21,2 stroke,Single Light,375000
55000,21,2 stroke,Single Light,550000
89000,21,2 stroke,Single Light,450000
32152,21,2 stroke,Single Light,370000
33000,21,2 stroke,Single Light,350000
25000,21,2 stroke,Single Light,450000
150000,21,2 stroke,Single Light,390000
89000,21,2 stroke,Single Light,480000
150000,21,2 stroke,Single Light,435000
52698,21,2 stroke,Single Light,450000
55000,21,2 stroke,Single Light,450000
120000,21,2 stroke,Single Light,560000
85600,21,2 stroke,Single Light,450000
80000,21,2 stroke,Single Light,430000
35846,21,2 stroke,Single Light,430000
150000,21,2 stroke,Single Light,550000
63000,21,2 stroke,Single Light,545000
45000,21,2 stroke,Single Light,550000
85600,21,2 stroke,Single Light,410000
112200,21,2 stroke,Single Light,400000
32152,21,2 stroke,Single Light,650000
48000,21,2 stroke,Single Light,335000
95000,21,2 stroke,Single Light,495000
100000,21,2 stroke,Single Light,400000
65000,21,2 stroke,Single Light,525000
32152,21,2 stroke,Single Light,475000
42568,21,2 stroke,Single Light,435000
50000,21,2 stroke,Single Light,410000
93600,21,2 stroke,Single Light,290000
63854,21,2 stroke,Single Light,445000
45120,21,2 stroke,Single Light,650000
160000,21,2 stroke,Single Light,650000
36000,21,2 stroke,Single Light,350000
32152,21,2 stroke,Single Light,580000
32152,21,2 stroke,Single Light,280000
56213,21,2 stroke,Single Light,590000
150000,21,2 stroke,Single Light,440000
63854,21,2 stroke,Single Light,338000
6000,21,2 stroke,Single Light,450000
45000,21,2 stroke,Single Light,428000
85000,21,2 stroke,Single Light,510000
95000,21,2 stroke,Single Light,500000
53321,21,2 stroke,Single Light,450000
45000,21,2 stroke,Single Light,450000
90000,21,2 stroke,Single Light,600000
20000,21,2 stroke,Single Light,550000
123456,21,2 stroke,Single Light,335000
32155,21,2 stroke,Single Light,550000
40000,21,2 stroke,Single Light,450000
34000,21,2 stroke,Single Light,325000
54433,21,2 stroke,Single Light,340000
31554,21,2 stroke,Single Light,375000
31556,21,2 stroke,Single Light,428000
35650,21,2 stroke,Single Light,525000
45226,21,2 stroke,Single Light,510000
60000,21,2 stroke,Single Light,425000
50000,21,2 stroke,Single Light,510000
120000,21,2 stroke,Single Light,520000
43588,21,2 stroke,Single Light,400000
150000,21,2 stroke,Single Light,475000
20000,21,2 stroke,Single Light,375000
32152,21,2 stroke,Single Light,400000
32152,21,2 stroke,Single Light,500000
65000,21,2 stroke,Single Light,460000
21563,21,2 stroke,Single Light,310000
66000,21,2 stroke,Single Light,460000
45000,21,2 stroke,Single Light,480000
85000,21,2 stroke,Single Light,520000
73500,21,2 stroke,Single Light,490000
70000,21,2 stroke,Single Light,470000
70000,21,2 stroke,Single Light,495000
40500,21,2 stroke,Single Light,450000
68000,21,2 stroke,Single Light,440000
67500,21,2 stroke,Single Light,425000
40000,21,2 stroke,Single Light,510000
50000,21,2 stroke,Single Light,525000
63000,21,2 stroke,Single Light,380000
24000,21,2 stroke,Single Light,670000
100000,21,2 stroke,Single Light,348000
32152,21,2 stroke,Single Light,500000
65482,21,2 stroke,Single Light,450000
33321,21,2 stroke,Single Light,480000
99000,21,2 stroke,Single Light,428000
90866,21,2 stroke,Single Light,700000
32152,21,2 stroke,Single Light,700000
56532,21,2 stroke,Single Light,500000
98000,21,2 stroke,Single Light,600000
34521,21,2 stroke,Single Light,395000
82752,21,2 stroke,Single Light,450000
99300,21,2 stroke,Single Light,435000
98360,21,2 stroke,Single Light,525000
43221,21,2 stroke,Single Light,650000
46591,21,2 stroke,Single Light,325000
87900,21,2 stroke,Single Light,415000
96300,21,2 stroke,Single Light,428000
150000,21,2 stroke,Single Light,380000
150000,21,2 stroke,Single Light,450000
60000,21,2 stroke,Single Light,448000
32211,21,2 stroke,Single Light,600000
43000,21,2 stroke,Single Light,400000
55441,21,2 stroke,Single Light,700000
3555,21,2 stroke,Single Light,600000
64800,21,2 stroke,Single Light,430000
100000,21,2 stroke,Single Light,485000
65485,21,2 stroke,Single Light,600000
32165,21,2 stroke,Single Light,298000
45687,21,2 stroke,Single Light,475000
80000,21,2 stroke,Single Light,480000
110000,21,2 stroke,Single Light,265000
120000,21,2 stroke,Single Light,530000
34000,21,2 stroke,Single Light,480000
45000,21,2 stroke,Single Light,500000
43312,21,2 stroke,Single Light,400000
80000,21,2 stroke,Single Light,420000
51223,21,2 stroke,Single Light,590000
123456,21,2 stroke,Single Light,300000
90000,21,2 stroke,Single Light,520000
33221,21,2 stroke,Single Light,470000
45000,21,2 stroke,Single Light,450000
45000,21,2 stroke,Single Light,550000
160000,21,2 stroke,Single Light,500000
12345,21,2 stroke,Single Light,545000
45200,21,2 stroke,Single Light,425000
50000,21,2 stroke,Single Light,520000
70000,21,2 stroke,Single Light,450000
75000,21,2 stroke,Single Light,450000
74560,21,2 stroke,Single Light,560000
3221,21,2 stroke,Single Light,295000
36789,21,2 stroke,Single Light,525000
45000,21,2 stroke,Single Light,495000
50000,21,2 stroke,Single Light,600000
20000,21,2 stroke,Single Light,475000
65720,21,2 stroke,Single Light,680000
51613,21,2 stroke,Single Light,450000
33221,21,2 stroke,Single Light,410000
20000,21,2 stroke,Single Light,500000
32156,21,2 stroke,Single Light,460000
55000,21,2 stroke,Single Light,490000
56563,21,2 stroke,Single Light,220000
66222,21,2 stroke,Single Light,400000
50000,21,2 stroke,Single Light,500000
33211,21,2 stroke,Single Light,500000
70000,21,2 stroke,Single Light,470000
20000,21,2 stroke,Single Light,500000
45000,21,2 stroke,Single Light,545000
65000,21,2 stroke,Single Light,545000
88000,21,2 stroke,Single Light,520000
54321,21,2 stroke,Single Light,410000
53000,21,2 stroke,Single Light,500000
63000,21,2 stroke,Single Light,495000
115060,21,2 stroke,Single Light,425000
30000,21,2 stroke,Single Light,580000
34546,21,2 stroke,Single Light,460000
18000,21,2 stroke,Single Light,465000
35000,21,2 stroke,Single Light,500000
52684,21,2 stroke,Single Light,465000
36000,21,2 stroke,Single Light,560000
45682,21,2 stroke,Single Light,640000
95000,21,2 stroke,Single Light,650000
32211,21,2 stroke,Single Light,600000
32211,21,2 stroke,Single Light,500000
88000,21,2 stroke,Single Light,600000
50000,21,2 stroke,Single Light,495000
84500,21,2 stroke,Single Light,495000
44321,21,2 stroke,Single Light,560000
50000,21,2 stroke,Single Light,570000
65413,21,2 stroke,Single Light,600000
39000,21,2 stroke,Single Light,550000
80000,21,2 stroke,Single Light,460000
53658,21,2 stroke,Single Light,550000
98000,21,2 stroke,Single Light,515000
20000,21,2 stroke,Single Light,445000
125000,21,2 stroke,Single Light,390000
63854,21,2 stroke,Single Light,475000
50000,21,2 stroke,Single Light,550000
45000,21,2 stroke,Single Light,450000
65000,21,2 stroke,Single Light,545000
65834,21,2 stroke,Single Light,485000
66521,21,2 stroke,Single Light,550000
45000,21,2 stroke,Single Light,500000
50000,21,2 stroke,Single Light,580000
45000,21,2 stroke,Single Light,325000
52841,21,2 stroke,Single Light,510000
20000,21,2 stroke,Single Light,510000
20000,21,2 stroke,Single Light,475000
44313,20,2 stroke,Single Light,420000
90000,20,2 stroke,Single Light,430000
20000,20,2 stroke,Single Light,320000
62000,20,2 stroke,Single Light,445000
120000,20,2 stroke,Single Light,325000
65421,20,2 stroke,Single Light,545000
80000,20,2 stroke,Single Light,430000
54321,20,2 stroke,Single Light,455000
88600,20,2 stroke,Single Light,448000
44313,20,2 stroke,Single Light,480000
55000,20,2 stroke,Single Light,490000
85000,20,2 stroke,Single Light,490000
75000,20,2 stroke,Single Light,545000
88888,20,2 stroke,Single Light,465000
34100,20,2 stroke,Single Light,565000
60000,20,2 stroke,Single Light,430000
12345,20,2 stroke,Single Light,420000
68000,20,2 stroke,Single Light,395000
20000,20,2 stroke,Single Light,475000
55000,20,2 stroke,Single Light,400000
10000,20,2 stroke,Single Light,595000
60000,20,2 stroke,Single Light,350000
50000,20,2 stroke,Single Light,495000
70000,20,2 stroke,Single Light,435000
35224,20,2 stroke,Single Light,560000
67000,20,2 stroke,Single Light,430000
56000,20,2 stroke,Single Light,445000
110000,20,2 stroke,Single Light,570000
88000,20,2 stroke,Single Light,338000
4444,20,2 stroke,Single Light,380000
44313,20,2 stroke,Single Light,435000
50000,20,2 stroke,Single Light,435000
78000,20,2 stroke,Single Light,515000
32154,20,2 stroke,Single Light,500000
32215,20,2 stroke,Single Light,398000
48000,20,2 stroke,Single Light,470000
74313,20,2 stroke,Single Light,625000
53563,20,2 stroke,Single Light,525000
123456,20,2 stroke,Single Light,520000
63464,20,2 stroke,Single Light,375000
32151,20,2 stroke,Single Light,495000
66000,20,2 stroke,Single Light,520000
43313,20,2 stroke,Single Light,435000
50000,20,2 stroke,Single Light,460000
65777,20,2 stroke,Single Light,495000
120000,20,2 stroke,Single Light,500000
20000,20,2 stroke,Single Light,560000
5555,20,2 stroke,Single Light,465000
98250,20,2 stroke,Single Light,485000
